X [s],R DELTOID MEDIUS: EMG 6 [V],R DELTOID MEDIUS: EMG 6->filter (FilterSlidingRMS15) [V]
1.395621e+000,5.874723e-006,2.913768e-006
1.396086e+000,5.035477e-006,2.924694e-006
1.396552e+000,3.189136e-006,2.932317e-006
1.397017e+000,2.517739e-006,2.933534e-006
1.397483e+000,1.678492e-006,2.932317e-006
1.397948e+000,5.035477e-007,2.929982e-006
1.398414e+000,1.678492e-006,2.928979e-006
1.398879e+000,3.021286e-006,2.928361e-006
1.399345e+000,3.860533e-006,2.928029e-006
1.399810e+000,1.174945e-006,2.928818e-006
1.400276e+000,-2.517739e-006,2.918266e-006
1.400741e+000,-3.524834e-006,2.903631e-006
1.401207e+000,-1.174945e-006,2.894555e-006
1.401672e+000,1.174945e-006,2.888386e-006
1.402138e+000,1.510643e-006,2.888386e-006
1.402603e+000,2.517739e-006,2.888895e-006
1.403069e+000,2.517739e-006,2.890928e-006
1.403534e+000,1.846342e-006,2.892887e-006
1.404000e+000,1.846342e-006,2.893903e-006
1.404466e+000,2.853437e-006,2.894265e-006
1.404931e+000,2.517739e-006,2.890756e-006
1.405397e+000,2.517739e-006,2.880356e-006
1.405862e+000,1.678492e-006,2.869918e-006
1.406328e+000,1.007095e-006,2.860864e-006
1.406793e+000,1.846342e-006,2.854990e-006
1.407259e+000,2.517739e-006,2.852784e-006
1.407724e+000,1.174945e-006,2.852195e-006
1.408190e+000,2.182040e-006,2.851091e-006
1.408655e+000,3.860533e-006,2.849324e-006
1.409121e+000,3.524834e-006,2.850870e-006
1.409586e+000,2.517739e-006,2.853372e-006
1.410052e+000,1.846342e-006,2.854696e-006
1.410517e+000,3.189136e-006,2.855063e-006
1.410983e+000,2.517739e-006,2.857634e-006
1.411448e+000,-1.678492e-007,2.859617e-006
1.411914e+000,-1.174945e-006,2.855577e-006
1.412379e+000,-1.510643e-006,2.847187e-006
1.412845e+000,-5.035477e-007,2.836628e-006
1.413310e+000,-5.035477e-007,2.834629e-006
1.413776e+000,-1.174945e-006,2.834703e-006
1.414241e+000,-1.846342e-006,2.834704e-006
1.414707e+000,-5.035477e-007,2.832482e-006
1.415172e+000,1.174945e-006,2.830749e-006
1.415638e+000,2.517739e-006,2.830749e-006
1.416103e+000,4.364080e-006,2.830749e-006
1.416569e+000,3.860533e-006,2.830258e-006
1.417034e+000,1.678492e-007,2.828404e-006
1.417500e+000,-3.692683e-006,2.827291e-006
1.417966e+000,-5.539025e-006,2.831445e-006
1.418431e+000,-5.539025e-006,2.841507e-006
1.418897e+000,-4.196231e-006,2.851534e-006
1.419362e+000,-2.853437e-006,2.857268e-006
1.419828e+000,-1.678492e-006,2.858810e-006
1.420293e+000,-2.182040e-006,2.858617e-006
1.420759e+000,-4.196231e-006,2.860159e-006
1.421224e+000,-3.524834e-006,2.865656e-006
1.421690e+000,-2.517739e-006,2.869462e-006
1.422155e+000,-1.510643e-006,2.871509e-006
1.422621e+000,-2.182040e-006,2.872167e-006
1.423086e+000,-4.196231e-006,2.872970e-006
1.423552e+000,-4.196231e-006,2.875380e-006
1.424017e+000,-3.021286e-006,2.876255e-006
1.424483e+000,-2.182040e-006,2.876255e-006
1.424948e+000,1.678492e-007,2.876693e-006
1.425414e+000,2.349889e-006,2.875161e-006
1.425879e+000,2.517739e-006,2.870294e-006
1.426345e+000,3.524834e-006,2.862386e-006
1.426810e+000,4.531929e-006,2.863119e-006
1.427276e+000,5.035477e-006,2.868685e-006
1.427741e+000,4.531929e-006,2.874850e-006
1.428207e+000,4.531929e-006,2.877477e-006
1.428672e+000,4.867628e-006,2.880101e-006
1.429138e+000,4.867628e-006,2.886652e-006
1.429603e+000,3.692683e-006,2.894275e-006
1.430069e+000,2.517739e-006,2.897925e-006
1.430534e+000,3.524834e-006,2.898867e-006
1.431000e+000,3.860533e-006,2.902123e-006
1.431466e+000,4.364080e-006,2.906458e-006
1.431931e+000,3.860533e-006,2.912472e-006
1.432397e+000,2.182040e-006,2.916504e-006
1.432862e+000,1.846342e-006,2.916504e-006
1.433328e+000,3.189136e-006,2.917368e-006
1.433793e+000,3.860533e-006,2.920171e-006
1.434259e+000,3.189136e-006,2.922901e-006
1.434724e+000,3.524834e-006,2.924624e-006
1.435190e+000,3.524834e-006,2.927851e-006
1.435655e+000,2.853437e-006,2.931791e-006
1.436121e+000,3.860533e-006,2.934366e-006
1.436586e+000,6.378271e-006,2.937083e-006
1.437052e+000,3.860533e-006,2.943462e-006
1.437517e+000,-3.356985e-007,2.943462e-006
1.437983e+000,5.035477e-007,2.938779e-006
1.438448e+000,1.846342e-006,2.936850e-006
1.438914e+000,2.517739e-006,2.937494e-006
1.439379e+000,4.196231e-006,2.939279e-006
1.439845e+000,3.860533e-006,2.944629e-006
1.440310e+000,1.510643e-006,2.945030e-006
1.440776e+000,-1.510643e-006,2.936038e-006
1.441241e+000,-2.853437e-006,2.925799e-006
1.441707e+000,-2.182040e-006,2.919767e-006
1.442172e+000,-1.510643e-006,2.912643e-006
1.442638e+000,5.035477e-007,2.908606e-006
1.443103e+000,2.517739e-006,2.906657e-006
1.443569e+000,1.174945e-006,2.904707e-006
1.444034e+000,-2.182040e-006,2.897546e-006
1.444500e+000,-3.860533e-006,2.891456e-006
1.444966e+000,-1.510643e-006,2.889640e-006
1.445431e+000,3.189136e-006,2.883752e-006
1.445897e+000,4.531929e-006,2.880402e-006
1.446362e+000,3.524834e-006,2.880885e-006
1.446828e+000,3.860533e-006,2.881950e-006
1.447293e+000,6.546120e-006,2.886752e-006
1.447759e+000,6.546120e-006,2.900460e-006
1.448224e+000,3.524834e-006,2.914102e-006
1.448690e+000,2.349889e-006,2.917629e-006
1.449155e+000,2.182040e-006,2.918492e-006
1.449621e+000,3.692683e-006,2.918492e-006
1.450086e+000,5.539025e-006,2.921079e-006
1.450552e+000,3.524834e-006,2.927609e-006
1.451017e+000,-1.678492e-007,2.929544e-006
1.451483e+000,-8.392462e-007,2.929114e-006
1.451948e+000,-1.678492e-007,2.928899e-006
1.452414e+000,1.846342e-006,2.928899e-006
1.452879e+000,5.203327e-006,2.929974e-006
1.453345e+000,7.385367e-006,2.938485e-006
1.453810e+000,4.196231e-006,2.955495e-006
1.454276e+000,5.035477e-007,2.960958e-006
1.454741e+000,5.035477e-007,2.961029e-006
1.455207e+000,5.035477e-007,2.960887e-006
1.455672e+000,8.392462e-007,2.960745e-006
1.456138e+000,2.182040e-006,2.960887e-006
1.456603e+000,2.853437e-006,2.961950e-006
1.457069e+000,3.189136e-006,2.962517e-006
1.457534e+000,2.853437e-006,2.962517e-006
1.458000e+000,2.517739e-006,2.963083e-006
1.458466e+000,2.517739e-006,2.965066e-006
1.458931e+000,2.517739e-006,2.966171e-006
1.459397e+000,2.182040e-006,2.967940e-006
1.459862e+000,2.517739e-006,2.969424e-006
1.460328e+000,3.189136e-006,2.971190e-006
1.460793e+000,4.531929e-006,2.974058e-006
1.461259e+000,5.203327e-006,2.980473e-006
1.461724e+000,7.049668e-006,2.988840e-006
1.462190e+000,6.210422e-006,3.004064e-006
1.462655e+000,2.517739e-006,3.015777e-006
1.463121e+000,1.007095e-006,3.017725e-006
1.463586e+000,3.189136e-006,3.017960e-006
1.464052e+000,4.531929e-006,3.021018e-006
1.464517e+000,1.846342e-006,3.027263e-006
1.464983e+000,-5.035477e-007,3.028095e-006
1.465448e+000,8.392462e-007,3.027124e-006
1.465914e+000,2.517739e-006,3.027332e-006
1.466379e+000,2.349889e-006,3.025087e-006
1.466845e+000,3.356985e-007,3.020922e-006
1.467310e+000,-8.392462e-007,3.016360e-006
1.467776e+000,5.035477e-007,3.010231e-006
1.468241e+000,3.021286e-006,3.001924e-006
1.468707e+000,2.182040e-006,3.000901e-006
1.469172e+000,-1.174945e-006,3.002369e-006
1.469638e+000,-1.846342e-006,3.002090e-006
1.470103e+000,1.678492e-007,3.002928e-006
1.470569e+000,3.189136e-006,3.002928e-006
1.471034e+000,4.196231e-006,3.006002e-006
1.471500e+000,4.196231e-006,3.011024e-006
1.471966e+000,3.860533e-006,3.014507e-006
1.472431e+000,4.531929e-006,3.014507e-006
1.472897e+000,1.174945e-006,3.018029e-006
1.473362e+000,-2.182040e-006,3.018029e-006
1.473828e+000,-2.853437e-006,3.019072e-006
1.474293e+000,-3.356985e-007,3.020531e-006
1.474759e+000,1.846342e-006,3.019515e-006
1.475224e+000,1.174945e-006,3.020349e-006
1.475690e+000,-1.007095e-006,3.020696e-006
1.476155e+000,-2.182040e-006,3.020931e-006
1.476621e+000,-1.846342e-006,3.022363e-006
1.477086e+000,-1.678492e-007,3.023405e-006
1.477552e+000,-1.678492e-007,3.023335e-006
1.478017e+000,-2.182040e-006,3.022294e-006
1.478483e+000,-4.196231e-006,3.022294e-006
1.478948e+000,-4.867628e-006,3.027289e-006
1.479414e+000,-1.678492e-006,3.034144e-006
1.479879e+000,1.174945e-006,3.033063e-006
1.480345e+000,1.174945e-006,3.028909e-006
1.480810e+000,-1.846342e-006,3.024749e-006
1.481276e+000,-2.853437e-006,3.019471e-006
1.481741e+000,-8.392462e-007,3.010074e-006
1.482207e+000,2.517739e-006,3.001906e-006
1.482672e+000,4.196231e-006,3.000018e-006
1.483138e+000,5.203327e-006,3.002325e-006
1.483603e+000,5.203327e-006,3.006097e-006
1.484069e+000,3.189136e-006,2.995187e-006
1.484534e+000,1.007095e-006,2.971764e-006
1.485000e+000,2.517739e-006,2.958627e-006
1.485466e+000,5.874723e-006,2.956711e-006
1.485931e+000,5.874723e-006,2.962879e-006
1.486397e+000,2.853437e-006,2.964083e-006
1.486862e+000,1.678492e-006,2.951738e-006
1.487328e+000,2.517739e-006,2.941723e-006
1.487793e+000,3.189136e-006,2.935153e-006
1.488259e+000,3.189136e-006,2.928640e-006
1.488724e+000,3.189136e-006,2.923260e-006
1.489190e+000,2.517739e-006,2.921752e-006
1.489655e+000,2.517739e-006,2.919022e-006
1.490121e+000,2.014191e-006,2.917799e-006
1.490586e+000,1.846342e-006,2.918366e-006
1.491052e+000,1.174945e-006,2.919130e-006
1.491517e+000,5.035477e-007,2.919561e-006
1.491983e+000,5.035477e-007,2.919633e-006
1.492448e+000,-1.678492e-007,2.919489e-006
1.492914e+000,-1.510643e-006,2.919273e-006
1.493379e+000,-1.846342e-006,2.919273e-006
1.493845e+000,-1.510643e-006,2.920136e-006
1.494310e+000,5.035477e-007,2.919345e-006
1.494776e+000,3.189136e-006,2.916180e-006
1.495241e+000,4.867628e-006,2.917403e-006
1.495707e+000,3.189136e-006,2.922363e-006
1.496172e+000,1.846342e-006,2.915820e-006
1.496638e+000,5.035477e-007,2.905871e-006
1.497103e+000,-1.510643e-006,2.900305e-006
1.497569e+000,-1.174945e-006,2.897772e-006
1.498034e+000,1.174945e-006,2.894221e-006
1.498500e+000,2.182040e-006,2.893133e-006
1.498966e+000,8.392462e-007,2.894656e-006
1.499431e+000,-5.035477e-007,2.894801e-006
1.499897e+000,3.356985e-007,2.894801e-006
1.500362e+000,1.174945e-006,2.894755e-006
1.500828e+000,1.174945e-006,2.895118e-006
1.501293e+000,1.174945e-006,2.894466e-006
1.501759e+000,1.678492e-007,2.891637e-006
1.502224e+000,-1.510643e-006,2.886843e-006
1.502690e+000,-1.846342e-006,2.882769e-006
1.503155e+000,-8.392462e-007,2.876210e-006
1.503621e+000,2.517739e-006,2.866489e-006
1.504086e+000,4.531929e-006,2.859746e-006
1.504552e+000,4.867628e-006,2.857617e-006
1.505017e+000,2.853437e-006,2.860480e-006
1.505483e+000,1.510643e-006,2.861580e-006
1.505948e+000,2.517739e-006,2.862240e-006
1.506414e+000,2.517739e-006,2.864072e-006
1.506879e+000,2.517739e-006,2.865025e-006
1.507345e+000,3.860533e-006,2.866343e-006
1.507810e+000,3.860533e-006,2.870440e-006
1.508276e+000,1.846342e-006,2.873728e-006
1.508741e+000,1.174945e-006,2.873728e-006
1.509207e+000,1.510643e-006,2.872121e-006
1.509672e+000,1.510643e-006,2.869562e-006
1.510138e+000,8.392462e-007,2.866270e-006
1.510603e+000,5.035477e-007,2.858250e-006
1.511069e+000,1.007095e-006,2.849500e-006
1.511534e+000,1.846342e-006,2.844072e-006
1.512000e+000,2.517739e-006,2.843113e-006
1.512466e+000,3.189136e-006,2.844736e-006
1.512931e+000,2.182040e-006,2.847317e-006
1.513397e+000,-1.678492e-007,2.845547e-006
1.513862e+000,-1.678492e-007,2.840676e-006
1.514328e+000,2.182040e-006,2.835796e-006
1.514793e+000,3.860533e-006,2.832464e-006
1.515259e+000,3.860533e-006,2.832464e-006
1.515724e+000,3.524834e-006,2.834362e-006
1.516190e+000,2.853437e-006,2.836360e-006
1.516655e+000,3.860533e-006,2.836952e-006
1.517121e+000,3.692683e-006,2.839170e-006
1.517586e+000,8.392462e-007,2.842522e-006
1.518052e+000,-1.678492e-007,2.842301e-006
1.518517e+000,-1.678492e-007,2.841562e-006
1.518983e+000,-1.678492e-007,2.839761e-006
1.519448e+000,1.174945e-006,2.836434e-006
1.519914e+000,3.860533e-006,2.832806e-006
1.520379e+000,5.203327e-006,2.836582e-006
1.520845e+000,5.203327e-006,2.845418e-006
1.521310e+000,4.867628e-006,2.853814e-006
1.521776e+000,4.531929e-006,2.859470e-006
1.522241e+000,3.860533e-006,2.863504e-006
1.522707e+000,6.546120e-006,2.867239e-006
1.523172e+000,9.567407e-006,2.880019e-006
1.523638e+000,7.217518e-006,2.907432e-006
1.524103e+000,4.531929e-006,2.920108e-006
1.524569e+000,3.189136e-006,2.923744e-006
1.525034e+000,3.189136e-006,2.924964e-006
1.525500e+000,3.860533e-006,2.926184e-006
1.525966e+000,4.531929e-006,2.930842e-006
1.526431e+000,3.524834e-006,2.936278e-006
1.526897e+000,6.713969e-007,2.938707e-006
1.527362e+000,-1.510643e-006,2.938627e-006
1.527828e+000,-1.846342e-006,2.939270e-006
1.528293e+000,-2.517739e-006,2.940028e-006
1.528759e+000,-3.524834e-006,2.940956e-006
1.529224e+000,-2.853437e-006,2.942882e-006
1.529690e+000,-2.853437e-006,2.944379e-006
1.530155e+000,-1.846342e-006,2.946517e-006
1.530621e+000,-8.392462e-007,2.946873e-006
1.531086e+000,-1.678492e-006,2.945092e-006
1.531552e+000,-3.524834e-006,2.941268e-006
1.532017e+000,-3.524834e-006,2.941982e-006
1.532483e+000,-1.510643e-006,2.945876e-006
1.532948e+000,1.846342e-006,2.946374e-006
1.533414e+000,1.510643e-006,2.947416e-006
1.533879e+000,5.035477e-007,2.947060e-006
1.534345e+000,1.678492e-007,2.946063e-006
1.534810e+000,5.035477e-007,2.946063e-006
1.535276e+000,1.678492e-006,2.946063e-006
1.535741e+000,3.189136e-006,2.946517e-006
1.536207e+000,4.531929e-006,2.948226e-006
1.536672e+000,6.546120e-006,2.953204e-006
1.537138e+000,6.546120e-006,2.966604e-006
1.537603e+000,3.189136e-006,2.979803e-006
1.538069e+000,3.356985e-007,2.982760e-006
1.538534e+000,-1.678492e-007,2.982654e-006
1.539000e+000,-5.035477e-007,2.981951e-006
1.539466e+000,-3.356985e-007,2.980543e-006
1.539931e+000,1.678492e-006,2.979865e-006
1.540397e+000,1.174945e-006,2.980032e-006
1.540862e+000,-8.392462e-007,2.977919e-006
1.541328e+000,-5.035477e-007,2.976650e-006
1.541793e+000,-5.035477e-007,2.976694e-006
1.542259e+000,-8.392462e-007,2.975707e-006
1.542724e+000,1.174945e-006,2.972037e-006
1.543190e+000,2.517739e-006,2.969609e-006
1.543655e+000,3.860533e-006,2.970104e-006
1.544121e+000,3.189136e-006,2.973705e-006
1.544586e+000,2.182040e-006,2.976456e-006
1.545052e+000,1.846342e-006,2.977804e-006
1.545517e+000,1.174945e-006,2.977381e-006
1.545983e+000,1.174945e-006,2.977496e-006
1.546448e+000,2.182040e-006,2.977919e-006
1.546914e+000,4.867628e-006,2.979398e-006
1.547379e+000,6.546120e-006,2.986785e-006
1.547845e+000,4.867628e-006,3.000035e-006
1.548310e+000,2.349889e-006,3.007162e-006
1.548776e+000,1.174945e-006,3.008792e-006
1.549241e+000,2.517739e-006,3.007510e-006
1.549707e+000,3.524834e-006,3.009254e-006
1.550172e+000,1.846342e-006,3.012879e-006
1.550638e+000,1.678492e-006,3.013505e-006
1.551103e+000,2.853437e-006,3.014297e-006
1.551569e+000,3.860533e-006,3.015107e-006
1.552034e+000,3.524834e-006,3.015107e-006
1.552500e+000,2.517739e-006,3.007022e-006
1.552966e+000,3.189136e-006,2.998889e-006
1.553431e+000,5.203327e-006,2.999519e-006
1.553897e+000,4.196231e-006,3.007903e-006
1.554362e+000,2.182040e-006,3.013340e-006
1.554828e+000,1.846342e-006,3.013758e-006
1.555293e+000,1.174945e-006,3.014384e-006
1.555759e+000,1.678492e-007,3.014733e-006
1.556224e+000,5.035477e-007,3.014733e-006
1.556690e+000,-3.356985e-007,3.014385e-006
1.557155e+000,-2.853437e-006,3.013993e-006
1.557621e+000,-3.524834e-006,3.015803e-006
1.558086e+000,-2.853437e-006,3.017681e-006
1.558552e+000,-1.510643e-006,3.011834e-006
1.559017e+000,-5.035477e-007,2.996395e-006
1.559483e+000,2.182040e-006,2.980991e-006
1.559948e+000,3.860533e-006,2.974552e-006
1.560414e+000,3.860533e-006,2.972788e-006
1.560879e+000,2.517739e-006,2.967842e-006
1.561345e+000,5.035477e-007,2.963384e-006
1.561810e+000,-1.510643e-006,2.961967e-006
1.562276e+000,-1.510643e-006,2.961613e-006
1.562741e+000,-5.035477e-007,2.958041e-006
1.563207e+000,1.678492e-007,2.955557e-006
1.563672e+000,-1.678492e-007,2.954847e-006
1.564138e+000,5.035477e-007,2.953355e-006
1.564603e+000,-8.392462e-007,2.948733e-006
1.565069e+000,-1.846342e-006,2.943390e-006
1.565534e+000,1.678492e-007,2.937967e-006
1.566000e+000,1.174945e-006,2.921420e-006
1.566466e+000,5.035477e-007,2.908172e-006
1.566931e+000,1.174945e-006,2.902611e-006
1.567397e+000,3.189136e-006,2.896938e-006
1.567862e+000,4.531929e-006,2.898677e-006
1.568328e+000,4.867628e-006,2.904363e-006
1.568793e+000,4.531929e-006,2.908695e-006
1.569259e+000,3.189136e-006,2.911292e-006
1.569724e+000,1.846342e-006,2.913453e-006
1.570190e+000,-1.678492e-007,2.914462e-006
1.570655e+000,-2.517739e-006,2.914462e-006
1.571121e+000,-1.678492e-006,2.916405e-006
1.571586e+000,1.174945e-006,2.915785e-006
1.572052e+000,2.517739e-006,2.912976e-006
1.572517e+000,3.189136e-006,2.914561e-006
1.572983e+000,3.021286e-006,2.917583e-006
1.573448e+000,2.517739e-006,2.920055e-006
1.573914e+000,3.860533e-006,2.921635e-006
1.574379e+000,6.378271e-006,2.925942e-006
1.574845e+000,8.224612e-006,2.938779e-006
1.575310e+000,6.546120e-006,2.959815e-006
1.575776e+000,4.531929e-006,2.972550e-006
1.576241e+000,2.853437e-006,2.978756e-006
1.576707e+000,1.174945e-006,2.981220e-006
1.577172e+000,1.678492e-007,2.978474e-006
1.577638e+000,1.846342e-006,2.975936e-006
1.578103e+000,4.531929e-006,2.976923e-006
1.578569e+000,3.860533e-006,2.982909e-006
1.579034e+000,1.846342e-006,2.985581e-006
1.579500e+000,1.174945e-006,2.981994e-006
1.579966e+000,5.035477e-007,2.981361e-006
1.580431e+000,-1.846342e-006,2.981361e-006
1.580897e+000,-3.860533e-006,2.981994e-006
1.581362e+000,-1.846342e-006,2.985160e-006
1.581828e+000,8.392462e-007,2.981572e-006
1.582293e+000,5.035477e-007,2.978614e-006
1.582759e+000,-1.510643e-006,2.978685e-006
1.583224e+000,-1.510643e-006,2.975513e-006
1.583690e+000,-1.510643e-006,2.972338e-006
1.584155e+000,-2.349889e-006,2.972338e-006
1.584621e+000,-5.035477e-007,2.972999e-006
1.585086e+000,3.021286e-006,2.972646e-006
1.585552e+000,4.867628e-006,2.975495e-006
1.586017e+000,5.035477e-006,2.982680e-006
1.586483e+000,4.196231e-006,2.990156e-006
1.586948e+000,2.853437e-006,2.995625e-006
1.587414e+000,1.007095e-006,2.996675e-006
1.587879e+000,1.174945e-006,2.995511e-006
1.588345e+000,2.349889e-006,2.995721e-006
1.588810e+000,1.846342e-006,2.997218e-006
1.589276e+000,2.349889e-006,2.996308e-006
1.589741e+000,3.860533e-006,2.996054e-006
1.590207e+000,3.860533e-006,3.000253e-006
1.590672e+000,1.846342e-006,3.004447e-006
1.591138e+000,1.174945e-006,3.005285e-006
1.591603e+000,1.510643e-006,3.005285e-006
1.592069e+000,1.510643e-006,3.005774e-006
1.592534e+000,8.392462e-007,3.006402e-006
1.593000e+000,5.035477e-007,3.004910e-006
1.593466e+000,1.678492e-007,3.001836e-006
1.593931e+000,3.356985e-007,2.997218e-006
1.594397e+000,-5.035477e-007,2.990384e-006
1.594862e+000,-8.392462e-007,2.986214e-006
1.595328e+000,5.035477e-007,2.984457e-006
1.595793e+000,8.392462e-007,2.981361e-006
1.596259e+000,1.174945e-006,2.976923e-006
1.596724e+000,1.846342e-006,2.971843e-006
1.597190e+000,2.349889e-006,2.967391e-006
1.597655e+000,2.517739e-006,2.963596e-006
1.598121e+000,3.189136e-006,2.962392e-006
1.598586e+000,3.189136e-006,2.963596e-006
1.599052e+000,2.349889e-006,2.964800e-006
1.599517e+000,2.182040e-006,2.965039e-006
1.599983e+000,3.189136e-006,2.965463e-006
1.600448e+000,4.867628e-006,2.967586e-006
1.600914e+000,4.531929e-006,2.973026e-006
1.601379e+000,2.853437e-006,2.978571e-006
1.601845e+000,1.174945e-006,2.980684e-006
1.602310e+000,-1.678492e-007,2.978571e-006
1.602776e+000,-5.035477e-007,2.973917e-006
1.603241e+000,-1.510643e-006,2.972011e-006
1.603707e+000,-1.510643e-006,2.972717e-006
1.604172e+000,-2.014191e-006,2.973423e-006
1.604638e+000,-1.510643e-006,2.974473e-006
1.605103e+000,1.678492e-007,2.974966e-006
1.605569e+000,8.392462e-007,2.974543e-006
1.606034e+000,5.035477e-007,2.974331e-006
1.606500e+000,1.174945e-006,2.974402e-006
1.606966e+000,2.182040e-006,2.973952e-006
1.607431e+000,3.189136e-006,2.969009e-006
1.607897e+000,5.035477e-006,2.960089e-006
1.608362e+000,6.546120e-006,2.959549e-006
1.608828e+000,9.231709e-006,2.966560e-006
1.609293e+000,9.903105e-006,2.990656e-006
1.609759e+000,6.881819e-006,3.019984e-006
1.610224e+000,4.531929e-006,3.034472e-006
1.610690e+000,3.860533e-006,3.040552e-006
1.611155e+000,3.860533e-006,3.044897e-006
1.611621e+000,3.524834e-006,3.049236e-006
1.612086e+000,2.517739e-006,3.051094e-006
1.612552e+000,1.510643e-006,3.051988e-006
1.613017e+000,5.035477e-007,3.052469e-006
1.613483e+000,-3.356985e-007,3.052125e-006
1.613948e+000,-1.678492e-007,3.051945e-006
1.614414e+000,-1.007095e-006,3.051876e-006
1.614879e+000,-1.678492e-007,3.052151e-006
1.615345e+000,2.182040e-006,3.052151e-006
1.615810e+000,2.182040e-006,3.053595e-006
1.616276e+000,1.174945e-006,3.054969e-006
1.616741e+000,5.035477e-007,3.054351e-006
1.617207e+000,5.035477e-007,3.052495e-006
1.617672e+000,1.510643e-006,3.050638e-006
1.618138e+000,2.349889e-006,3.048229e-006
1.618603e+000,2.517739e-006,3.045363e-006
1.619069e+000,2.517739e-006,3.037332e-006
1.619534e+000,1.174945e-006,3.029861e-006
1.620000e+000,-8.392462e-007,3.026465e-006
1.620466e+000,-8.392462e-007,3.025980e-006
1.620931e+000,-8.392462e-007,3.025772e-006
1.621397e+000,-1.510643e-006,3.025564e-006
1.621862e+000,-2.517739e-006,3.023456e-006
1.622328e+000,-2.182040e-006,3.020817e-006
1.622793e+000,-2.182040e-006,3.018454e-006
1.623259e+000,-3.860533e-006,3.016090e-006
1.623724e+000,-3.524834e-006,3.014350e-006
1.624190e+000,-1.510643e-006,3.014350e-006
1.624655e+000,-8.392462e-007,3.015046e-006
1.625121e+000,-1.678492e-007,3.013558e-006
1.625586e+000,5.035477e-007,3.013532e-006
1.626052e+000,-1.678492e-007,3.011651e-006
1.626517e+000,-8.392462e-007,3.010605e-006
1.626983e+000,-5.035477e-007,3.010396e-006
1.627448e+000,-1.678492e-007,3.010048e-006
1.627914e+000,2.182040e-006,3.009629e-006
1.628379e+000,4.196231e-006,3.010048e-006
1.628845e+000,3.189136e-006,3.015063e-006
1.629310e+000,1.174945e-006,3.017151e-006
1.629776e+000,2.517739e-006,3.012975e-006
1.630241e+000,5.035477e-006,3.008583e-006
1.630707e+000,5.203327e-006,3.012583e-006
1.631172e+000,4.531929e-006,3.018124e-006
1.631638e+000,4.531929e-006,3.023404e-006
1.632103e+000,3.860533e-006,3.028675e-006
1.632569e+000,2.182040e-006,3.031791e-006
1.633034e+000,2.349889e-006,3.029064e-006
1.633500e+000,2.182040e-006,3.022432e-006
1.633966e+000,1.174945e-006,3.015550e-006
1.634431e+000,-5.035477e-007,3.002718e-006
1.634897e+000,-1.678492e-007,2.986601e-006
1.635362e+000,3.189136e-006,2.978157e-006
1.635828e+000,4.531929e-006,2.976676e-006
1.636293e+000,3.189136e-006,2.978438e-006
1.636759e+000,1.174945e-006,2.980129e-006
1.637224e+000,1.510643e-006,2.980340e-006
1.637690e+000,2.182040e-006,2.981044e-006
1.638155e+000,3.189136e-006,2.982452e-006
1.638621e+000,5.203327e-006,2.982452e-006
1.639086e+000,4.196231e-006,2.980129e-006
1.639552e+000,2.517739e-006,2.978227e-006
1.640017e+000,1.678492e-006,2.977029e-006
1.640483e+000,3.524834e-006,2.975927e-006
1.640948e+000,5.203327e-006,2.978324e-006
1.641414e+000,5.203327e-006,2.985714e-006
1.641879e+000,5.203327e-006,2.993085e-006
1.642345e+000,5.706874e-006,2.999528e-006
1.642810e+000,3.860533e-006,3.007659e-006
1.643276e+000,2.517739e-006,3.010309e-006
1.643741e+000,8.392462e-007,3.011564e-006
1.644207e+000,1.678492e-007,3.011773e-006
1.644672e+000,-5.035477e-007,3.011773e-006
1.645138e+000,5.035477e-007,3.011633e-006
1.645603e+000,-1.678492e-007,3.007868e-006
1.646069e+000,-1.510643e-006,2.997175e-006
1.646534e+000,-8.392462e-007,2.989998e-006
1.647000e+000,1.846342e-006,2.987048e-006
1.647466e+000,1.846342e-006,2.986135e-006
1.647931e+000,-1.510643e-006,2.986319e-006
1.648397e+000,-3.524834e-006,2.986952e-006
1.648862e+000,-2.182040e-006,2.989945e-006
1.649328e+000,2.182040e-006,2.988585e-006
1.649793e+000,4.531929e-006,2.985423e-006
1.650259e+000,2.853437e-006,2.991392e-006
1.650724e+000,1.510643e-006,2.991954e-006
1.651190e+000,2.517739e-006,2.988796e-006
1.651655e+000,2.517739e-006,2.990340e-006
1.652121e+000,1.510643e-006,2.991883e-006
1.652586e+000,1.174945e-006,2.991883e-006
1.653052e+000,2.182040e-006,2.990340e-006
1.653517e+000,2.517739e-006,2.989849e-006
1.653983e+000,2.349889e-006,2.990761e-006
1.654448e+000,2.517739e-006,2.991419e-006
1.654914e+000,3.189136e-006,2.990857e-006
1.655379e+000,3.860533e-006,2.992050e-006
1.655845e+000,2.182040e-006,2.994714e-006
1.656310e+000,5.035477e-007,2.995318e-006
1.656776e+000,1.174945e-006,2.995082e-006
1.657241e+000,2.182040e-006,2.994451e-006
1.657707e+000,2.517739e-006,2.993961e-006
1.658172e+000,3.524834e-006,2.995502e-006
1.658638e+000,5.203327e-006,2.997883e-006
1.659103e+000,4.531929e-006,3.001661e-006
1.659569e+000,3.524834e-006,3.004177e-006
1.660034e+000,2.853437e-006,3.006062e-006
1.660500e+000,1.846342e-006,3.007528e-006
1.660966e+000,2.182040e-006,3.005434e-006
1.661431e+000,2.853437e-006,3.004945e-006
1.661897e+000,3.189136e-006,3.007458e-006
1.662362e+000,3.860533e-006,3.010178e-006
