X [s],L DELTOID MEDIUS: EMG 8 [V],L DELTOID MEDIUS: EMG 8->filter (FilterSlidingRMS21) [V]
5.797059e-002,0.000000e+000,0.000000e+000
5.876471e-002,0.000000e+000,0.000000e+000
5.955882e-002,0.000000e+000,0.000000e+000
6.035294e-002,0.000000e+000,0.000000e+000
6.114706e-002,0.000000e+000,0.000000e+000
6.194118e-002,0.000000e+000,0.000000e+000
6.273529e-002,0.000000e+000,0.000000e+000
6.352941e-002,0.000000e+000,0.000000e+000
6.432353e-002,0.000000e+000,0.000000e+000
6.511765e-002,0.000000e+000,0.000000e+000
6.591176e-002,0.000000e+000,0.000000e+000
6.670588e-002,0.000000e+000,0.000000e+000
6.750000e-002,0.000000e+000,0.000000e+000
6.829412e-002,0.000000e+000,0.000000e+000
6.908824e-002,0.000000e+000,0.000000e+000
6.988235e-002,0.000000e+000,0.000000e+000
7.067647e-002,0.000000e+000,0.000000e+000
7.147059e-002,0.000000e+000,0.000000e+000
7.226471e-002,0.000000e+000,0.000000e+000
7.305882e-002,0.000000e+000,0.000000e+000
7.385294e-002,0.000000e+000,0.000000e+000
7.464706e-002,0.000000e+000,0.000000e+000
7.544118e-002,0.000000e+000,0.000000e+000
7.623529e-002,0.000000e+000,0.000000e+000
7.702941e-002,0.000000e+000,0.000000e+000
7.782353e-002,0.000000e+000,0.000000e+000
7.861765e-002,0.000000e+000,0.000000e+000
7.941176e-002,0.000000e+000,0.000000e+000
8.020588e-002,0.000000e+000,0.000000e+000
8.100000e-002,0.000000e+000,0.000000e+000
8.179412e-002,0.000000e+000,0.000000e+000
8.258824e-002,0.000000e+000,0.000000e+000
8.338235e-002,0.000000e+000,0.000000e+000
8.417647e-002,0.000000e+000,0.000000e+000
8.497059e-002,0.000000e+000,0.000000e+000
8.576471e-002,0.000000e+000,0.000000e+000
8.655882e-002,0.000000e+000,0.000000e+000
8.735294e-002,0.000000e+000,0.000000e+000
8.814706e-002,0.000000e+000,0.000000e+000
8.894118e-002,0.000000e+000,0.000000e+000
8.973529e-002,0.000000e+000,0.000000e+000
9.052941e-002,0.000000e+000,0.000000e+000
9.132353e-002,0.000000e+000,0.000000e+000
9.211765e-002,0.000000e+000,0.000000e+000
9.291176e-002,0.000000e+000,0.000000e+000
9.370588e-002,0.000000e+000,0.000000e+000
9.450000e-002,0.000000e+000,0.000000e+000
9.529412e-002,0.000000e+000,0.000000e+000
9.608824e-002,0.000000e+000,0.000000e+000
9.688235e-002,0.000000e+000,0.000000e+000
9.767647e-002,0.000000e+000,0.000000e+000
9.847059e-002,0.000000e+000,0.000000e+000
9.926471e-002,0.000000e+000,0.000000e+000
1.000588e-001,0.000000e+000,0.000000e+000
1.008529e-001,0.000000e+000,0.000000e+000
1.016471e-001,0.000000e+000,0.000000e+000
1.024412e-001,0.000000e+000,0.000000e+000
1.032353e-001,0.000000e+000,0.000000e+000
1.040294e-001,0.000000e+000,0.000000e+000
1.048235e-001,0.000000e+000,0.000000e+000
1.056176e-001,0.000000e+000,0.000000e+000
1.064118e-001,0.000000e+000,0.000000e+000
1.072059e-001,0.000000e+000,0.000000e+000
1.080000e-001,-1.795987e-005,0.000000e+000
1.087941e-001,-1.225299e-005,0.000000e+000
1.095882e-001,-1.242084e-005,0.000000e+000
1.103824e-001,-1.393149e-005,0.000000e+000
1.111765e-001,-1.762417e-005,0.000000e+000
1.119706e-001,-1.493858e-005,0.000000e+000
1.127647e-001,-1.376364e-005,0.000000e+000
1.135588e-001,-1.359579e-005,0.000000e+000
1.143529e-001,-1.258869e-005,0.000000e+000
1.151471e-001,-1.493858e-005,0.000000e+000
1.159412e-001,-1.560998e-005,0.000000e+000
1.167353e-001,-1.426719e-005,0.000000e+000
1.175294e-001,-1.158160e-005,0.000000e+000
1.183235e-001,-8.560311e-006,0.000000e+000
1.191176e-001,-9.231709e-006,0.000000e+000
1.199118e-001,-1.023880e-005,0.000000e+000
1.207059e-001,-1.527428e-005,0.000000e+000
1.215000e-001,-1.628138e-005,0.000000e+000
1.222941e-001,-1.762417e-005,0.000000e+000
1.230882e-001,-1.795987e-005,0.000000e+000
1.238824e-001,-1.896696e-005,0.000000e+000
1.246765e-001,-1.829557e-005,0.000000e+000
1.254706e-001,-2.198825e-005,0.000000e+000
1.262647e-001,-2.131685e-005,0.000000e+000
1.270588e-001,-1.795987e-005,0.000000e+000
1.278529e-001,-1.930266e-005,0.000000e+000
1.286471e-001,-1.829557e-005,0.000000e+000
1.294412e-001,-1.493858e-005,0.000000e+000
1.302353e-001,-1.292439e-005,0.000000e+000
1.310294e-001,-1.493858e-005,0.000000e+000
1.318235e-001,-1.628138e-005,0.000000e+000
1.326176e-001,-1.359579e-005,0.000000e+000
1.334118e-001,-1.158160e-005,0.000000e+000
1.342059e-001,-1.040665e-005,0.000000e+000
1.350000e-001,-1.326009e-005,0.000000e+000
1.357941e-001,-9.567407e-006,0.000000e+000
1.365882e-001,-7.553216e-006,0.000000e+000
1.373824e-001,-9.063859e-006,0.000000e+000
1.381765e-001,-1.158160e-005,0.000000e+000
1.389706e-001,-1.174945e-005,0.000000e+000
1.397647e-001,-7.888914e-006,0.000000e+000
1.405588e-001,-1.023880e-005,0.000000e+000
1.413529e-001,-8.560311e-006,0.000000e+000
1.421471e-001,-6.210422e-006,0.000000e+000
1.429412e-001,-1.023880e-005,0.000000e+000
1.437353e-001,-1.309224e-005,0.000000e+000
1.445294e-001,-1.258869e-005,0.000000e+000
1.453235e-001,-1.493858e-005,0.000000e+000
1.461176e-001,-1.107805e-005,0.000000e+000
1.469118e-001,-9.903105e-006,0.000000e+000
1.477059e-001,-1.124590e-005,0.000000e+000
1.485000e-001,-1.225299e-005,0.000000e+000
1.492941e-001,-1.393149e-005,0.000000e+000
1.500882e-001,-1.326009e-005,0.000000e+000
1.508824e-001,-1.493858e-005,0.000000e+000
1.516765e-001,-1.359579e-005,0.000000e+000
1.524706e-001,-1.292439e-005,0.000000e+000
1.532647e-001,-1.728847e-005,0.000000e+000
1.540588e-001,-1.829557e-005,0.000000e+000
1.548529e-001,-1.628138e-005,0.000000e+000
1.556471e-001,-1.829557e-005,0.000000e+000
1.564412e-001,-1.695277e-005,0.000000e+000
1.572353e-001,-1.292439e-005,0.000000e+000
1.580294e-001,-1.661708e-005,0.000000e+000
1.588235e-001,-1.644922e-005,0.000000e+000
1.596176e-001,-1.023880e-005,0.000000e+000
1.604118e-001,-1.225299e-005,0.000000e+000
1.612059e-001,-1.510643e-005,0.000000e+000
1.620000e-001,-1.560998e-005,0.000000e+000
1.627941e-001,-1.359579e-005,0.000000e+000
1.635882e-001,-1.124590e-005,0.000000e+000
1.643824e-001,-1.258869e-005,0.000000e+000
1.651765e-001,-1.023880e-005,0.000000e+000
1.659706e-001,-5.874723e-006,0.000000e+000
1.667647e-001,-1.091020e-005,0.000000e+000
1.675588e-001,-1.225299e-005,0.000000e+000
1.683529e-001,-1.426719e-005,0.000000e+000
1.691471e-001,-1.829557e-005,0.000000e+000
1.699412e-001,-1.695277e-005,0.000000e+000
1.707353e-001,-1.762417e-005,0.000000e+000
1.715294e-001,-1.963836e-005,0.000000e+000
1.723235e-001,-1.829557e-005,0.000000e+000
1.731176e-001,-2.098116e-005,0.000000e+000
1.739118e-001,-2.198825e-005,0.000000e+000
1.747059e-001,-1.829557e-005,0.000000e+000
1.755000e-001,-1.695277e-005,0.000000e+000
1.762941e-001,-1.829557e-005,0.000000e+000
1.770882e-001,-1.762417e-005,0.000000e+000
1.778824e-001,-1.695277e-005,0.000000e+000
1.786765e-001,-1.762417e-005,0.000000e+000
1.794706e-001,-1.728847e-005,0.000000e+000
1.802647e-001,-1.628138e-005,0.000000e+000
1.810588e-001,-1.393149e-005,0.000000e+000
1.818529e-001,-1.695277e-005,0.000000e+000
1.826471e-001,-1.628138e-005,0.000000e+000
1.834412e-001,-1.326009e-005,0.000000e+000
1.842353e-001,-1.258869e-005,0.000000e+000
1.850294e-001,-1.661708e-005,0.000000e+000
1.858235e-001,-1.292439e-005,0.000000e+000
1.866176e-001,-9.231709e-006,0.000000e+000
1.874118e-001,-1.040665e-005,0.000000e+000
1.882059e-001,-9.567407e-006,0.000000e+000
1.890000e-001,-1.057450e-005,0.000000e+000
1.897941e-001,-1.225299e-005,0.000000e+000
1.905882e-001,-1.359579e-005,0.000000e+000
1.913824e-001,-1.628138e-005,0.000000e+000
1.921765e-001,-1.393149e-005,0.000000e+000
1.929706e-001,-1.124590e-005,0.000000e+000
1.937647e-001,-1.225299e-005,0.000000e+000
1.945588e-001,-1.493858e-005,0.000000e+000
1.953529e-001,-1.359579e-005,0.000000e+000
1.961471e-001,-1.443504e-005,0.000000e+000
1.969412e-001,-1.829557e-005,0.000000e+000
1.977353e-001,-1.829557e-005,0.000000e+000
1.985294e-001,-1.292439e-005,0.000000e+000
1.993235e-001,-1.225299e-005,0.000000e+000
2.001176e-001,-1.258869e-005,0.000000e+000
2.009118e-001,-1.409934e-005,0.000000e+000
2.017059e-001,-1.292439e-005,0.000000e+000
2.025000e-001,-8.896010e-006,0.000000e+000
2.032941e-001,-1.023880e-005,0.000000e+000
2.040882e-001,-9.567407e-006,0.000000e+000
2.048824e-001,-7.553216e-006,0.000000e+000
2.056765e-001,-9.063859e-006,0.000000e+000
2.064706e-001,-1.124590e-005,0.000000e+000
2.072647e-001,-1.158160e-005,0.000000e+000
2.080588e-001,-1.309224e-005,0.000000e+000
2.088529e-001,-1.829557e-005,0.000000e+000
2.096471e-001,-1.309224e-005,0.000000e+000
2.104412e-001,-1.023880e-005,0.000000e+000
2.112353e-001,-8.896010e-006,0.000000e+000
2.120294e-001,-1.258869e-005,0.000000e+000
2.128235e-001,-1.628138e-005,0.000000e+000
2.136176e-001,-1.107805e-005,0.000000e+000
2.144118e-001,-1.057450e-005,0.000000e+000
2.152059e-001,-1.359579e-005,0.000000e+000
2.160000e-001,-1.091020e-005,0.000000e+000
2.167941e-001,-9.903105e-006,0.000000e+000
2.175882e-001,-8.224612e-006,0.000000e+000
2.183824e-001,-1.091020e-005,0.000000e+000
2.191765e-001,-1.493858e-005,0.000000e+000
2.199706e-001,-1.191730e-005,0.000000e+000
2.207647e-001,-1.292439e-005,0.000000e+000
2.215588e-001,-1.628138e-005,0.000000e+000
2.223529e-001,-1.896696e-005,0.000000e+000
2.231471e-001,-1.762417e-005,0.000000e+000
2.239412e-001,-1.560998e-005,0.000000e+000
2.247353e-001,-1.359579e-005,0.000000e+000
2.255294e-001,-9.567407e-006,0.000000e+000
2.263235e-001,-8.224612e-006,0.000000e+000
2.271176e-001,-1.174945e-005,0.000000e+000
2.279118e-001,-1.023880e-005,0.000000e+000
2.287059e-001,-1.091020e-005,0.000000e+000
2.295000e-001,-1.644922e-005,0.000000e+000
2.302941e-001,-1.695277e-005,0.000000e+000
2.310882e-001,-1.829557e-005,0.000000e+000
2.318824e-001,-1.628138e-005,0.000000e+000
2.326765e-001,-1.762417e-005,0.000000e+000
2.334706e-001,-1.913481e-005,0.000000e+000
2.342647e-001,-1.560998e-005,0.000000e+000
2.350588e-001,-1.628138e-005,0.000000e+000
2.358529e-001,-1.846342e-005,0.000000e+000
2.366471e-001,-1.527428e-005,0.000000e+000
2.374412e-001,-1.225299e-005,0.000000e+000
2.382353e-001,-9.903105e-006,0.000000e+000
2.390294e-001,-1.225299e-005,0.000000e+000
2.398235e-001,-1.359579e-005,0.000000e+000
2.406176e-001,-1.644922e-005,0.000000e+000
2.414118e-001,-1.829557e-005,0.000000e+000
2.422059e-001,-1.846342e-005,0.000000e+000
2.430000e-001,-1.997406e-005,0.000000e+000
2.437941e-001,-1.762417e-005,0.000000e+000
2.445882e-001,-1.594568e-005,0.000000e+000
2.453824e-001,-1.661708e-005,0.000000e+000
2.461765e-001,-1.896696e-005,0.000000e+000
2.469706e-001,-2.030976e-005,0.000000e+000
2.477647e-001,-1.628138e-005,0.000000e+000
2.485588e-001,-1.023880e-005,0.000000e+000
2.493529e-001,-1.158160e-005,1.090071e-005
2.501471e-001,-1.493858e-005,1.092029e-005
2.509412e-001,-1.644922e-005,1.095278e-005
2.517353e-001,-1.594568e-005,1.099205e-005
2.525294e-001,-1.426719e-005,1.102882e-005
2.533235e-001,-1.225299e-005,1.105817e-005
2.541176e-001,-1.091020e-005,1.107977e-005
2.549118e-001,-1.393149e-005,1.109686e-005
2.557059e-001,-1.493858e-005,1.112468e-005
2.565000e-001,-1.023880e-005,1.115658e-005
2.572941e-001,-9.567407e-006,1.117153e-005
2.580882e-001,-1.158160e-005,1.118457e-005
2.588824e-001,-1.376364e-005,1.120365e-005
2.596765e-001,-1.359579e-005,1.123054e-005
2.604706e-001,-1.292439e-005,1.125672e-005
2.612647e-001,-1.661708e-005,1.128032e-005
2.620588e-001,-1.628138e-005,1.131924e-005
2.628529e-001,-1.292439e-005,1.135647e-005
2.636471e-001,-1.426719e-005,1.137986e-005
2.644412e-001,-9.567407e-006,1.140831e-005
2.652353e-001,-1.174945e-005,1.142108e-005
2.660294e-001,-1.359579e-005,1.144031e-005
2.668235e-001,-1.359579e-005,1.146601e-005
2.676176e-001,-1.091020e-005,1.149165e-005
2.684118e-001,-9.735256e-006,1.150813e-005
2.692059e-001,-1.493858e-005,1.152124e-005
2.700000e-001,-1.997406e-005,1.155204e-005
2.707941e-001,-1.829557e-005,1.160691e-005
2.715882e-001,-1.628138e-005,1.165274e-005
2.723824e-001,-1.695277e-005,1.168891e-005
2.731765e-001,-1.644922e-005,1.172799e-005
2.739706e-001,-1.577783e-005,1.176467e-005
2.747647e-001,-1.628138e-005,1.179832e-005
2.755588e-001,-1.242084e-005,1.183404e-005
2.763529e-001,-9.567407e-006,1.185478e-005
2.771471e-001,-1.393149e-005,1.186707e-005
2.779412e-001,-1.158160e-005,1.189308e-005
2.787353e-001,-9.567407e-006,1.191103e-005
2.795294e-001,-8.560311e-006,1.192326e-005
2.803235e-001,-7.553216e-006,1.193304e-005
2.811176e-001,-4.867628e-006,1.194065e-005
2.819118e-001,-9.063859e-006,1.194381e-005
2.827059e-001,-1.158160e-005,1.195476e-005
2.835000e-001,-1.594568e-005,1.197261e-005
2.842941e-001,-1.896696e-005,1.200638e-005
2.850882e-001,-1.963836e-005,1.205400e-005
2.858824e-001,-2.098116e-005,1.210484e-005
2.866765e-001,-2.165255e-005,1.216261e-005
2.874706e-001,-1.896696e-005,1.222384e-005
2.882647e-001,-1.863127e-005,1.227061e-005
2.890588e-001,-1.560998e-005,1.231557e-005
2.898529e-001,-1.678492e-005,1.234704e-005
2.906471e-001,-1.762417e-005,1.238332e-005
2.914412e-001,-1.309224e-005,1.242320e-005
2.922353e-001,-1.258869e-005,1.244515e-005
2.930294e-001,-1.225299e-005,1.246541e-005
2.938235e-001,-9.567407e-006,1.248457e-005
2.946176e-001,-5.539025e-006,1.249624e-005
2.954118e-001,-6.881819e-006,1.250015e-005
2.962059e-001,-1.174945e-005,1.250618e-005
2.970000e-001,-1.258869e-005,1.252375e-005
2.977941e-001,-1.309224e-005,1.254388e-005
2.985882e-001,-1.628138e-005,1.256562e-005
2.993824e-001,-1.560998e-005,1.259917e-005
3.001765e-001,-1.309224e-005,1.262993e-005
3.009706e-001,-1.359579e-005,1.265152e-005
3.017647e-001,-1.225299e-005,1.267476e-005
3.025588e-001,-1.225299e-005,1.269361e-005
3.033529e-001,-1.292439e-005,1.271243e-005
3.041471e-001,-1.158160e-005,1.273334e-005
3.049412e-001,-7.553216e-006,1.275010e-005
3.057353e-001,-7.553216e-006,1.275722e-005
3.065294e-001,-8.560311e-006,1.276434e-005
3.073235e-001,-8.224612e-006,1.277348e-005
3.081176e-001,-1.426719e-005,1.278191e-005
3.089118e-001,-1.560998e-005,1.280724e-005
3.097059e-001,-1.628138e-005,1.283750e-005
3.105000e-001,-1.292439e-005,1.287034e-005
3.112941e-001,-1.359579e-005,1.289099e-005
3.120882e-001,-1.728847e-005,1.291380e-005
3.128824e-001,-1.426719e-005,1.295061e-005
3.136765e-001,-1.292439e-005,1.297561e-005
3.144706e-001,-1.393149e-005,1.299609e-005
3.152647e-001,-1.493858e-005,1.301985e-005
3.160588e-001,-1.695277e-005,1.304712e-005
3.168529e-001,-1.560998e-005,1.308214e-005
3.176471e-001,-1.258869e-005,1.311177e-005
3.184412e-001,-8.224612e-006,1.313100e-005
3.192353e-001,-9.063859e-006,1.313920e-005
3.200294e-001,-1.510643e-005,1.314916e-005
3.208235e-001,-1.426719e-005,1.317676e-005
3.216176e-001,-1.527428e-005,1.320134e-005
3.224118e-001,-2.064546e-005,1.322945e-005
3.232059e-001,-2.064546e-005,1.328065e-005
3.240000e-001,-1.896696e-005,1.333167e-005
3.247941e-001,-1.762417e-005,1.337457e-005
3.255882e-001,-1.225299e-005,1.341150e-005
3.263824e-001,-1.661708e-005,1.342931e-005
3.271765e-001,-1.762417e-005,1.346201e-005
3.279706e-001,-1.460288e-005,1.349870e-005
3.287647e-001,-1.695277e-005,1.352383e-005
3.295588e-001,-2.064546e-005,1.355763e-005
3.303529e-001,-1.628138e-005,1.360760e-005
3.311471e-001,-1.930266e-005,1.363858e-005
3.319412e-001,-1.863127e-005,1.368202e-005
3.327353e-001,-1.292439e-005,1.372236e-005
3.335294e-001,-1.426719e-005,1.374173e-005
3.343235e-001,-1.544213e-005,1.376529e-005
3.351176e-001,-1.426719e-005,1.379285e-005
3.359118e-001,-1.258869e-005,1.381633e-005
3.367059e-001,-8.896010e-006,1.383458e-005
3.375000e-001,-1.174945e-005,1.384369e-005
3.382941e-001,-1.326009e-005,1.385956e-005
3.390882e-001,-1.158160e-005,1.387974e-005
3.398824e-001,-1.091020e-005,1.389513e-005
3.406765e-001,-1.258869e-005,1.390876e-005
3.414706e-001,-1.493858e-005,1.392689e-005
3.422647e-001,-1.426719e-005,1.395238e-005
3.430588e-001,-1.376364e-005,1.397559e-005
3.438529e-001,-1.258869e-005,1.399716e-005
3.446471e-001,-1.628138e-005,1.401518e-005
3.454412e-001,-1.695277e-005,1.404526e-005
3.462353e-001,-1.628138e-005,1.407781e-005
3.470294e-001,-1.628138e-005,1.410776e-005
3.478235e-001,-1.376364e-005,1.413765e-005
3.486176e-001,-9.567407e-006,1.415897e-005
3.494118e-001,-9.567407e-006,1.416926e-005
3.502059e-001,-1.191730e-005,1.417954e-005
3.510000e-001,-1.124590e-005,1.419548e-005
3.517941e-001,-1.225299e-005,1.420966e-005
3.525882e-001,-1.158160e-005,1.422648e-005
3.533824e-001,-1.510643e-005,1.424148e-005
3.541765e-001,-1.426719e-005,1.426698e-005
3.549706e-001,-1.728847e-005,1.428968e-005
3.557647e-001,-1.829557e-005,1.432294e-005
3.565588e-001,-1.493858e-005,1.436011e-005
3.573529e-001,-1.493858e-005,1.438483e-005
3.581471e-001,-1.493858e-005,1.437383e-005
3.589412e-001,-1.023880e-005,1.438191e-005
3.597353e-001,-1.225299e-005,1.437644e-005
3.605294e-001,-1.292439e-005,1.437157e-005
3.613235e-001,-1.091020e-005,1.435565e-005
3.621176e-001,-9.567407e-006,1.434410e-005
3.629118e-001,-1.225299e-005,1.433323e-005
3.637059e-001,-1.258869e-005,1.432937e-005
3.645000e-001,-1.091020e-005,1.432937e-005
3.652941e-001,-1.292439e-005,1.431779e-005
3.660882e-001,-1.628138e-005,1.430927e-005
3.668824e-001,-1.225299e-005,1.431611e-005
3.676765e-001,-1.359579e-005,1.431789e-005
3.684706e-001,-1.493858e-005,1.433030e-005
3.692647e-001,-1.359579e-005,1.434561e-005
3.700588e-001,-1.359579e-005,1.435449e-005
3.708529e-001,-1.493858e-005,1.434912e-005
3.716471e-001,-1.762417e-005,1.434446e-005
3.724412e-001,-1.628138e-005,1.434446e-005
3.732353e-001,-1.191730e-005,1.433808e-005
3.740294e-001,-1.158160e-005,1.431388e-005
3.748235e-001,-1.225299e-005,1.429155e-005
3.756176e-001,-1.107805e-005,1.425436e-005
3.764118e-001,-1.292439e-005,1.421726e-005
3.772059e-001,-1.292439e-005,1.419983e-005
3.780000e-001,-1.359579e-005,1.417676e-005
3.787941e-001,-1.359579e-005,1.415992e-005
3.795882e-001,-7.553216e-006,1.415561e-005
3.803824e-001,-9.735256e-006,1.414323e-005
3.811765e-001,-1.460288e-005,1.412877e-005
3.819706e-001,-1.896696e-005,1.412292e-005
3.827647e-001,-1.628138e-005,1.414263e-005
3.835588e-001,-1.225299e-005,1.415736e-005
3.843529e-001,-1.191730e-005,1.416207e-005
3.851471e-001,-8.392462e-006,1.415827e-005
3.859412e-001,-5.539025e-006,1.415589e-005
3.867353e-001,-9.735256e-006,1.415293e-005
3.875294e-001,-1.057450e-005,1.415435e-005
3.883235e-001,-1.292439e-005,1.415184e-005
3.891176e-001,-1.426719e-005,1.415510e-005
3.899118e-001,-1.594568e-005,1.417099e-005
3.907059e-001,-1.896696e-005,1.418777e-005
3.915000e-001,-1.980621e-005,1.421988e-005
3.922941e-001,-1.896696e-005,1.425944e-005
3.930882e-001,-1.628138e-005,1.428788e-005
3.938824e-001,-1.359579e-005,1.429831e-005
3.946765e-001,-1.309224e-005,1.430125e-005
3.954706e-001,-1.158160e-005,1.429549e-005
3.962647e-001,-1.225299e-005,1.429676e-005
3.970588e-001,-1.292439e-005,1.430255e-005
3.978529e-001,-1.258869e-005,1.430707e-005
3.986471e-001,-6.881819e-006,1.430800e-005
3.994412e-001,-6.378271e-006,1.429166e-005
4.002353e-001,-1.023880e-005,1.427659e-005
4.010294e-001,-1.225299e-005,1.426339e-005
4.018235e-001,-1.359579e-005,1.425952e-005
4.026176e-001,-1.493858e-005,1.426150e-005
4.034118e-001,-1.359579e-005,1.425305e-005
4.042059e-001,-1.527428e-005,1.423629e-005
4.050000e-001,-1.695277e-005,1.423274e-005
4.057941e-001,-1.762417e-005,1.422744e-005
4.065882e-001,-1.460288e-005,1.423004e-005
4.073824e-001,-1.493858e-005,1.423521e-005
4.081765e-001,-1.510643e-005,1.422928e-005
4.089706e-001,-1.225299e-005,1.422454e-005
4.097647e-001,-1.426719e-005,1.422961e-005
4.105588e-001,-1.560998e-005,1.423559e-005
4.113529e-001,-1.560998e-005,1.423732e-005
4.121471e-001,-1.493858e-005,1.423732e-005
4.129412e-001,-1.628138e-005,1.424160e-005
4.137353e-001,-1.594568e-005,1.425709e-005
4.145294e-001,-1.628138e-005,1.426778e-005
4.153235e-001,-1.309224e-005,1.428566e-005
4.161176e-001,-1.393149e-005,1.430091e-005
4.169118e-001,-1.628138e-005,1.430926e-005
4.177059e-001,-1.460288e-005,1.432205e-005
4.185000e-001,-1.628138e-005,1.432313e-005
4.192941e-001,-1.493858e-005,1.431538e-005
4.200882e-001,-1.292439e-005,1.430823e-005
4.208824e-001,-1.493858e-005,1.429225e-005
4.216765e-001,-1.896696e-005,1.427413e-005
4.224706e-001,-1.930266e-005,1.427692e-005
4.232647e-001,-1.628138e-005,1.426938e-005
4.240588e-001,-1.560998e-005,1.424499e-005
4.248529e-001,-1.644922e-005,1.423480e-005
4.256471e-001,-1.628138e-005,1.423292e-005
4.264412e-001,-1.628138e-005,1.422513e-005
4.272353e-001,-1.644922e-005,1.422003e-005
4.280294e-001,-2.098116e-005,1.421815e-005
4.288235e-001,-2.165255e-005,1.423265e-005
4.296176e-001,-1.829557e-005,1.425165e-005
4.304118e-001,-2.047761e-005,1.425943e-005
4.312059e-001,-1.930266e-005,1.428456e-005
4.320000e-001,-1.594568e-005,1.429406e-005
4.327941e-001,-1.292439e-005,1.429285e-005
4.335882e-001,-1.359579e-005,1.429187e-005
4.343824e-001,-1.225299e-005,1.429481e-005
4.351765e-001,-1.661708e-005,1.428077e-005
4.359706e-001,-1.779202e-005,1.429293e-005
4.367647e-001,-1.460288e-005,1.431868e-005
4.375588e-001,-1.258869e-005,1.433034e-005
4.383529e-001,-1.292439e-005,1.433778e-005
4.391471e-001,-1.292439e-005,1.434391e-005
4.399412e-001,-1.124590e-005,1.434579e-005
4.407353e-001,-8.896010e-006,1.433931e-005
4.415294e-001,-6.881819e-006,1.431864e-005
4.423235e-001,-8.896010e-006,1.430232e-005
4.431176e-001,-8.896010e-006,1.429705e-005
4.439118e-001,-8.896010e-006,1.428914e-005
